operation_mode,start_datetime,session_id,flight_duration_min,operation_mode_enc,month,season,hour,starting_battery,sprayed_area,total_amount_l,hour_sin,hour_cos,month_sin,month_cos,flight_index_within_day,rolling_duration_3,temperature_2m,wind_speed_10m,precipitation
AUTO,2024-11-11 07:37:57,AUTO_515,1.8166666666666667,0,11,Wet,7,34.0,0.20533333333333334,3.01,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,5,7.8055555555555545,23.2,2.0,0.0
AUTO,2024-11-11 07:52:08,AUTO_515,7.016666666666667,0,11,Wet,7,100.0,1.3753333333333333,23.45,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,6,5.522222222222222,23.2,2.0,0.0
AUTO,2024-11-11 16:25:37,AUTO_516,4.0,0,11,Wet,16,99.0,0.49933333333333335,8.55,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,9,2.5694444444444446,26.3,4.1,0.5
AUTO,2024-11-11 16:29:37,AUTO_516,2.9333333333333336,0,11,Wet,16,56.0,0.5386666666666666,8.82,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,10,4.0,26.3,4.1,0.5
AUTO,2024-11-11 16:32:34,AUTO_516,2.4,0,11,Wet,16,35.0,0.162,2.6,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,11,3.466666666666667,26.3,4.1,0.5
AUTO,2024-11-11 16:37:21,AUTO_516,3.3166666666666664,0,11,Wet,16,100.0,0.33399999999999996,5.75,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,12,3.111111111111111,26.3,4.1,0.5
AUTO,2024-11-11 16:40:40,AUTO_516,2.966666666666667,0,11,Wet,16,64.0,0.788,11.34,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,13,2.8833333333333333,26.3,4.1,0.5
AUTO,2024-11-11 16:43:39,AUTO_516,1.5833333333333335,0,11,Wet,16,42.0,0.096,1.49,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,14,2.8944444444444444,26.3,4.1,0.5
AUTO,2024-11-11 16:47:17,AUTO_516,3.066666666666667,0,11,Wet,16,100.0,0.5619999999999999,8.36,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,15,2.6222222222222222,26.3,4.1,0.5
AUTO,2024-11-11 16:50:21,AUTO_516,2.716666666666667,0,11,Wet,16,69.0,0.69,10.59,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,16,2.538888888888889,26.3,4.1,0.5
AUTO,2024-11-11 16:53:05,AUTO_516,1.2166666666666668,0,11,Wet,16,50.0,0.0013333333333333333,0.03,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,17,2.4555555555555557,26.3,4.1,0.5
AUTO,2024-11-11 16:56:12,AUTO_516,3.283333333333333,0,11,Wet,16,100.0,0.4266666666666667,6.59,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,18,2.3333333333333335,26.3,4.1,0.5
AUTO,2024-11-11 16:59:29,AUTO_516,2.6166666666666667,0,11,Wet,16,62.0,0.386,6.18,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,19,2.4055555555555554,26.3,4.1,0.5
AUTO,2024-11-11 17:02:07,AUTO_516,1.85,0,11,Wet,17,38.0,0.372,5.86,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,20,2.3722222222222222,24.6,3.5,0.3
AUTO,2024-11-11 17:08:21,AUTO_516,1.7833333333333332,0,11,Wet,17,86.0,0.23866666666666667,3.67,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,23,2.5833333333333335,24.6,3.5,0.3
AUTO,2024-11-11 17:10:09,AUTO_516,1.55,0,11,Wet,17,70.0,0.17666666666666667,3.33,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,24,2.0833333333333335,24.6,3.5,0.3
AUTO,2024-11-11 17:11:43,AUTO_516,1.1833333333333333,0,11,Wet,17,58.0,0.192,3.19,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,25,1.7277777777777779,24.6,3.5,0.3
AUTO,2024-11-12 05:54:30,AUTO_517,1.9333333333333333,0,11,Wet,5,97.0,0.182,3.02,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0,2.5694444444444446,20.0,1.6,0.0
AUTO,2024-11-12 05:56:26,AUTO_517,1.6166666666666667,0,11,Wet,5,73.0,0.322,4.82,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1,1.9333333333333333,20.0,1.6,0.0
AUTO,2024-11-12 05:58:04,AUTO_517,1.0,0,11,Wet,5,59.0,0.24266666666666667,4.17,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,2,1.775,20.0,1.6,0.0
